N00W177
N05W163
N06W163
N16W170
N18W156
N19W155
N19W156
N19W157
N20W156
N20W157
N20W158
N21W157
N21W158
N21W159
N21W160
N21W161
N22W160
N22W161
N23W162
N23W165
N23W167
N26W174
N27W176
N28W178
N28W179
N51E178
N51E179
N51W176
N51W177
N51W178
N51W179
N51W180
N52E178
N52E179
N52W169
N52W170
N52W171
N52W172
N52W173
N52W174
N52W175
N52W176
N52W177
N53W167
N53W168
N53W169
N53W170
N54W131
N54W132
N54W133
N54W134
N54W160
N54W161
N54W162
N54W163
N54W164
N54W165
N54W166
N54W167
N55W130
N55W131
N55W132
N55W133
N55W134
N55W156
N55W157
N55W159
N55W160
N55W161
N55W162
N55W163
N55W164
N56W131
N56W132
N56W133
N56W134
N56W135
N56W136
N56W154
N56W155
N56W157
N56W158
N56W159
N56W160
N56W161
N56W162
N56W170
N57W133
N57W134
N57W135
N57W136
N57W137
N57W153
N57W154
N57W155
N57W156
N57W157
N57W158
N57W159
N57W170
N57W171
N58W134
N58W135
N58W136
N58W137
N58W138
N58W139
N58W152
N58W153
N58W154
N58W155
N58W156
N58W157
N58W158
N58W159
N58W160
N58W161
N58W162
N58W163
N59W135
N59W136
N59W137
N59W138
N59W139
N59W140
N59W141
N59W142
N59W144
N59W145
N59W147
N59W148
N59W149
N59W150
N59W151
N59W152
N59W153
N59W154
N59W155
N59W156
N59W157
N59W158
N59W159
N59W160
N59W161
N59W162
N59W163
N59W164
N59W165
S12W172
S15W169
S15W170
S15W171
